date,address_multiplier,min,max
2021-05-18 20:04:42,0x6dEf55d2e18486B9dDfaA075bc4e4EE0B28c1545,0.5607753896221735,1.6822922856066718
2021-05-18 20:04:42,0x8a8FFec8f4A0C8c9585Da95D9D97e8Cd6de273DE,0.4103405832850407,1.2309330826165739
2021-05-18 20:04:42,0x4b92d19c11435614CD49Af1b589001b7c08cD4D5,0.5032150954931985,1.5096450912704422
2021-05-18 20:04:42,0x758A43EE2BFf8230eeb784879CdcFF4828F2544D,0.5337125580063177,1.600764459365219
2021-05-18 20:04:42,0xAf5A1DECfa95BAF63E0084a35c62592B774A2A87,0.5788193451220324,1.7364577536268897
2021-05-18 20:04:42,0xb9D076fDe463dbc9f915E5392F807315Bf940334,0.5060062311081241,1.5172762437753258
2021-05-18 20:04:42,0xd04c48A53c111300aD41190D63681ed3dAd998eC,0.5152328764397747,1.545696609233989
2021-05-29 16:49:39,0x6dEf55d2e18486B9dDfaA075bc4e4EE0B28c1545,0.5790243384643927,1.7369984359348958
2021-05-29 16:49:39,0xd04c48A53c111300aD41190D63681ed3dAd998eC,0.5236545693150066,1.570963225793877
2021-05-29 16:49:39,0xb9D076fDe463dbc9f915E5392F807315Bf940334,0.5132289789493678,1.5382428526862129
2021-05-29 16:49:39,0xAf5A1DECfa95BAF63E0084a35c62592B774A2A87,0.6083217209359035,1.8249650970743547
2021-05-29 16:49:39,0x758A43EE2BFf8230eeb784879CdcFF4828F2544D,0.5004637532082198,1.501331743850058
2021-05-29 16:49:39,0x4b92d19c11435614CD49Af1b589001b7c08cD4D5,0.5179462660314162,1.553838780360075
2021-05-29 16:49:39,0x8a8FFec8f4A0C8c9585Da95D9D97e8Cd6de273DE,0.43666506280405126,1.3099857801180215
2021-06-05 03:05:27,0x6dEf55d2e18486B9dDfaA075bc4e4EE0B28c1545,0.5690605091755542,1.7070963127135808
2021-06-05 03:05:27,0x8a8FFec8f4A0C8c9585Da95D9D97e8Cd6de273DE,0.44430350011897957,1.3329003086341762
2021-06-05 03:05:27,0x4b92d19c11435614CD49Af1b589001b7c08cD4D5,0.5275005171394307,1.582501543852675
2021-06-05 03:05:27,0x758A43EE2BFf8230eeb784879CdcFF4828F2544D,0.4956551015226218,1.4869038054126855
2021-06-05 03:05:27,0xAf5A1DECfa95BAF63E0084a35c62592B774A2A87,0.6019758974045498,1.8059276103499142
2021-06-05 03:05:27,0xb9D076fDe463dbc9f915E5392F807315Bf940334,0.42829500386944225,1.2842844142628904
2021-06-05 03:05:27,0xd04c48A53c111300aD41190D63681ed3dAd998eC,0.5224838775952629,1.5674399417015776
2021-06-14 06:54:10,0x6dEf55d2e18486B9dDfaA075bc4e4EE0B28c1545,0.5783254891502305,1.734511600347574
2021-06-14 06:54:10,0x4b92d19c11435614CD49Af1b589001b7c08cD4D5,0.53289270604876,1.5986781101982181
2021-06-14 06:54:10,0x758A43EE2BFf8230eeb784879CdcFF4828F2544D,0.4968837221685332,1.4902659688254674
2021-06-14 06:54:10,0xAf5A1DECfa95BAF63E0084a35c62592B774A2A87,0.5873949677774005,1.7621843615707888
2021-06-14 06:54:10,0xb9D076fDe463dbc9f915E5392F807315Bf940334,0.4278941867153492,1.2830728502615518
2021-06-14 06:54:10,0xd04c48A53c111300aD41190D63681ed3dAd998eC,0.5244851359523008,1.5734545471388204
2021-06-14 06:54:10,0x8a8FFec8f4A0C8c9585Da95D9D97e8Cd6de273DE,0.4438009113459557,1.3313865740245978
2021-06-25 16:11:28,0x4b92d19c11435614CD49Af1b589001b7c08cD4D5,0.5729724868358694,1.7189174509601057
2021-06-25 16:11:28,0x8c76970747afd5398e958bDfadA4cf0B9FcA16c4,0.5728113608644222,1.180415064834435
2021-06-25 16:11:28,0x758A43EE2BFf8230eeb784879CdcFF4828F2544D,0.4820414138535932,1.446081924131568
2021-06-25 16:11:28,0x55912D0Cf83B75c492E761932ABc4DB4a5CB1b17,0.5983624189187713,1.1277228564978026
2021-06-25 16:11:28,0xf349c0faA80fC1870306Ac093f75934078e28991,0.3794365202520901,1.1223919405660785
2021-06-25 16:11:28,0x5Dce29e92b1b939F8E8C60DcF15BDE82A85be4a9,0.5502480152230453,1.1390411416106672
2021-06-25 16:11:28,0xBE08Ef12e4a553666291E9fFC24fCCFd354F2Dd2,0.46706370087198307,1.0906070719374896
2021-06-25 16:11:28,0x8a8FFec8f4A0C8c9585Da95D9D97e8Cd6de273DE,0.43843330589459584,1.3152784167450886
2021-06-25 16:11:28,0xAf5A1DECfa95BAF63E0084a35c62592B774A2A87,0.6088901257871566,1.8266697489198411
2021-06-25 16:11:28,0x53C8E199eb2Cb7c01543C137078a038937a68E40,0.5491233539198445,1.0288736025286944
2021-06-25 16:11:28,0xd04c48A53c111300aD41190D63681ed3dAd998eC,0.5345120005601054,1.6035347958012969
2021-06-25 16:11:28,0xb9D076fDe463dbc9f915E5392F807315Bf940334,0.5254032029269258,1.576207541052727
2021-06-25 16:11:28,0x6dEf55d2e18486B9dDfaA075bc4e4EE0B28c1545,0.6121165424400955,1.8358194467947528
2021-07-05 00:28:11,0x53C8E199eb2Cb7c01543C137078a038937a68E40,0.4670828088999934,1.4012477854720855
2021-07-05 00:28:11,0x6dEf55d2e18486B9dDfaA075bc4e4EE0B28c1545,0.6104586640500782,1.8313038510281026
2021-07-05 00:28:11,0xAf5A1DECfa95BAF63E0084a35c62592B774A2A87,0.6016543065826819,1.8049620351816122
2021-07-05 00:28:11,0x758A43EE2BFf8230eeb784879CdcFF4828F2544D,0.49962174873404763,1.498390451323454
